id,place_bounding_box_0_0,place_bounding_box_1_0,place_bounding_box_0_1,place_bounding_box_1_1
740622394230865920,-97.293831,-97.236256,32.779549,32.861171
740631271764811776,-90.096994,-89.918584,34.889384,34.994979
740651706938068992,-84.620272,-84.506557,33.769819,33.852813
740669466623774720,-87.940033,-87.523993,41.644102,42.023067
740689708464930816,-85.896673,-85.777968,31.283873,31.386312
740693922658291712,-73.463143,-73.433217,40.723554,40.740523
740709590300495872,-81.527508,-81.487495,41.5378,41.586163
740725313026416640,-94.742494,-94.607693,38.81903,39.044068
740729488732884993,-120.198937,-120.178619,36.599014,36.614558
740735200586432512,-81.667378,-81.6461,30.320695,30.33406
740754166365179906,-95.4516701,-95.45167,29.7436799,29.74368
740856256169160704,-75.280284,-74.955712,39.871811,40.13792
740910220545691648,-122.514926,-122.357031,37.708075,37.833238
740915200006705152,-82.620093,-82.265295,27.821353,28.171836
740959097760124928,-80.095586,-79.865793,40.36158,40.501198
740963103907577856,-97.233811,-97.037464,32.586565,32.817135
740977412134043650,-80.1920431,-80.192043,25.7593579,25.759358
740984657517248512,-95.823268,-95.069705,29.522325,30.154665
740992451276464129,-87.940033,-87.523993,41.644102,42.023067
741032718578769920,-97.80185,-97.629315,26.135158,26.257572
741101289128353792,-122.514926,-122.357031,37.708075,37.833238
741104970695467008,-120.198937,-120.178619,36.599014,36.614558
741115277245480960,-94.733122,-94.385441,38.868002,39.332095
741148029844127745,-121.416872,-121.183979,37.883347,38.078305
741230782862266368,-71.191421,-70.986004,42.227797,42.399542
741260943397683200,-80.297884,-80.201661,26.228692,26.31183
741268680256847872,-122.514926,-122.357031,37.708075,37.833238
741276606392569856,-84.63184,-84.483958,42.618566,42.805532
741286752845856769,-90.362403,-90.333421,38.604991,38.630714
741305976255434752,-81.6211771,-81.621177,41.5017379,41.501738
741307594539667456,-87.870332,-87.816262,41.984433,42.047178
741350457105391621,-84.348497,-84.303938,33.799908,33.840414
741376758486732800,-111.960775,-111.756022,33.435864,33.842816
741393521974726657,-122.1649,-121.958642,47.626845,47.73078
741396120652251136,-73.962582,-73.699793,40.541722,40.800037
741398364181266432,-95.823268,-95.069705,29.522325,30.154665
741405759120908288,-76.973314,-76.843494,38.702045,38.7986
741406596945694721,-122.34266,-122.114711,37.699279,37.884709
741418463143546880,-82.403523,-82.24588,28.169963,28.279042
741429484327309312,-84.290345,-84.25016,33.883361,33.927038
741454659630469120,-95.823268,-95.069705,29.522325,30.154665
741459560972582912,-74.25136,-74.118336,40.679997,40.788991
741461790224064513,-116.962579,-116.842586,34.223549,34.262952
741475986345168896,-76.434737,-76.289209,39.515467,39.599101
741515868048359424,-83.053642,-82.934257,39.313645,39.382953
741636251581882368,-75.548035,-75.419836,40.547616,40.636034
741662450798333952,-117.282538,-116.92744,32.53962,33.080404
741667944904593409,-88.293691,-88.152433,41.566483,41.681434
741695742822121472,-156.668344,-156.646473,20.987298,21.008757
741702054683480064,-74.041878,-73.855673,40.570842,40.739434
741722419606343680,-94.45916,-94.297303,38.805502,39.026684
741806458849759233,-95.823268,-95.069705,29.522325,30.154665
741849274426654722,-106.791691,-106.473745,35.015891,35.218114
741874689627291648,-81.648788,-81.49358,28.518918,28.692289
741883166718369792,-77.335163,-77.268663,38.83278,38.872421
741897832400031744,-80.20811,-80.090235,26.080935,26.219801
741989067244474369,-118.668404,-118.155409,33.704538,34.337041
742034853747560450,-122.403936,-122.330819,37.568111,37.604114
742046933389324288,-82.752428,-82.663128,27.824633,27.897396
742061717778272257,-73.962582,-73.699793,40.541722,40.800037
742144472113414145,-82.961991,-82.903716,39.574744,39.633876
742159977448505344,-122.191291,-122.149162,37.406339,37.443731
742174452134248448,-120.198937,-120.178619,36.599014,36.614558
742308020080807937,-82.543989,-82.479582,28.033407,28.084798
742353916545794049,-122.686029,-122.621768,47.086453,47.126519
742398927027085313,-97.129669,-97.029639,32.878571,32.985097
742834572434411521,-80.147162,-80.118763,25.761308,25.872623
743075164741455872,-80.177525,-80.056708,26.879058,26.983934
743194914519916545,-74.026675,-73.910408,40.683935,40.877483
743315631877980160,-122.514926,-122.357031,37.708075,37.833238
743401864914317312,-75.280284,-74.955712,39.871811,40.13792
743486837705039876,-95.14691,-95.087119,29.663671,29.751499
743490808301641728,-106.645646,-93.508131,25.837092,36.500695
743493190985129984,-95.686106,-95.577273,29.543372,29.663556
743522311475585024,-98.778559,-98.302744,29.141956,29.693046
743530694580834304,-95.823268,-95.069705,29.522325,30.154665
743533102081810432,-111.7834,-111.698379,33.567198,33.640623
743542060393828358,-71.191421,-70.986004,42.227797,42.399542
743577451322806273,-86.005464,-85.895924,37.749997,37.864999
743586779563859968,-95.823268,-95.069705,29.522325,30.154665
743591987304140800,-80.442683,-80.213314,25.992486,26.063293
743642214014713857,-80.20811,-80.090235,26.080935,26.219801
743779489746980864,-71.191421,-70.986004,42.227797,42.399542
743795488504283136,-71.191421,-70.986004,42.227797,42.399542
743808783147737092,-71.191421,-70.986004,42.227797,42.399542
743822039753031680,-74.026675,-73.910408,40.683935,40.877483
743829155091972096,-77.248713,-77.161399,38.707371,38.75928
743837834549825536,-71.160356,-71.064398,42.352429,42.403966
744007490015137793,-92.537713,-92.323965,35.018058,35.128165
744025282202472450,-73.933612,-73.765271,40.785365,40.91533
744148294876565505,-83.929955,-83.861075,33.944031,34.011365
744181644177743872,-122.328148,-122.219961,47.859946,47.951998
744188446495899648,-85.86503,-85.75944,33.615344,33.74226
744191155345195008,-80.037735,-79.878085,37.211374,37.337603
744230190264389632,-112.323914,-111.925439,33.29026,33.815465
744305143093420033,-122.199229,-122.10191,48.133613,48.203671
744325070856785920,-73.962582,-73.699793,40.541722,40.800037
744351757086515200,-106.645646,-93.508131,25.837092,36.500695
744358851776962560,-120.198937,-120.178619,36.599014,36.614558
744415130469933056,-87.940033,-87.523993,41.644102,42.023067
744569933275738113,-73.962582,-73.699793,40.541722,40.800037
744582251359444992,-74.285711,-74.24661,40.657943,40.67251
744588700995092480,-84.576827,-84.289385,33.647503,33.886886
744690489371287552,-73.933612,-73.765271,40.785365,40.91533
744703392069496832,-90.096994,-89.918584,34.889384,34.994979
744936088800616448,-74.026675,-73.910408,40.683935,40.877483
744947521508642816,-97.928935,-97.580513,30.127892,30.518799
744983377233666048,-111.7834,-111.698379,33.567198,33.640623
744991674619695105,-111.960775,-111.756022,33.435864,33.842816
745014817673510912,-88.203887,-88.124424,41.827307,41.901705
745054670247301120,-84.487242,-84.454216,33.841705,33.8811
745056208134995968,-74.558351,-74.459587,39.385879,39.506513
745213981820784640,-106.634874,-106.199987,31.620668,31.966068
745253700675866624,-122.790065,-122.471751,45.421863,45.650941
745314354539552768,-74.817535,-74.729138,40.183967,40.248298
745321739723345920,-74.65467,-74.55122,39.208917,39.304303
745326109458235393,-98.435794,-98.263776,40.873321,40.988846
745367682967441410,-122.426897,-122.403,37.747836,37.775586
745386249175851008,-80.110693,-80.013665,40.23612,40.305872
745399162993184769,-84.19397,-83.733713,35.831436,36.133505
745442371060457474,-120.198937,-120.178619,36.599014,36.614558
745457139611766784,-81.7384,-81.57739,36.183417,36.246767
745462870943621120,-81.046876,-80.646695,35.001706,35.416412
745553370220371969,-95.823268,-95.069705,29.522325,30.154665
745554275732963328,-82.403523,-82.24588,28.169963,28.279042
745570595912425472,-75.732263,-75.700365,40.819082,40.842103
745573836490313728,-71.191421,-70.986004,42.227797,42.399542
745575298347868160,-75.548035,-75.419836,40.547616,40.636034
745578117524127744,-97.928935,-97.580513,30.127892,30.518799
745579466873839616,-73.962582,-73.699793,40.541722,40.800037
745582269914578944,-95.38203,-95.275916,30.307745,30.370479
745590452901060608,-73.8610681,-73.861068,40.8332679,40.833268
745592959567962112,-73.933612,-73.765271,40.785365,40.91533
745603992802181120,-73.962582,-73.699793,40.541722,40.800037
745613623729369088,-80.029518,-79.685209,35.962623,36.218171
745614799774441472,-122.28205,-122.255485,37.454369,37.477822
745622728112246785,-72.974376,-72.886039,40.796768,40.86706
745629461710704641,-113.71368,-113.271555,53.395531,53.716108
745634827471314944,-106.645646,-93.508131,25.837092,36.500695
745635085290971136,-95.661376,-95.418329,30.10764,30.254863
745647983761358850,-96.85743,-96.612371,32.997151,33.125334
745655712596922368,-96.977527,-96.54598,32.620678,33.019039
745660062882893825,-122.035311,-121.71215,37.193164,37.469154
745663224238997504,-74.026675,-73.910408,40.683935,40.877483
745663317381877760,-74.026675,-73.910408,40.683935,40.877483
745663371660386304,-74.026675,-73.910408,40.683935,40.877483
745663764746346496,-74.026675,-73.910408,40.683935,40.877483
745663972276305924,-74.026675,-73.910408,40.683935,40.877483
745675127149428736,-95.823268,-95.069705,29.522325,30.154665
745691190511579137,-118.668404,-118.155409,33.704538,34.337041
745710123713183744,-74.026675,-73.910408,40.683935,40.877483
745733320097566720,-81.078928,-80.967617,29.027688,29.156983
745738526029918209,-74.194797,-74.119157,41.382809,41.443552
745789411980251137,-92.537713,-92.323965,35.018058,35.128165
745789891871596544,-122.160814,-122.010737,37.592632,37.689909
745793741022081024,-92.537713,-92.323965,35.018058,35.128165
745830097689714689,-84.877215,-84.819864,39.145597,39.209236
745842773924904963,-88.305771,-88.174237,42.902074,43.061202
745843133519368192,-75.4314,-75.302993,40.578043,40.672508
745843164326531073,-97.538285,-97.033542,32.569477,32.990456
745847477958500352,-79.052768,-78.964479,43.131586,43.220267
745852814895816704,-105.148074,-104.979811,40.47168,40.656701
745877492062359552,-118.668404,-118.155409,33.704538,34.337041
745880601899769860,-118.668404,-118.155409,33.704538,34.337041
745882920234135552,-118.668404,-118.155409,33.704538,34.337041
745912686475620352,-98.778559,-98.302744,29.141956,29.693046
745914523987619840,-77.119401,-76.909396,38.801826,38.99538
745942523600863232,-74.026675,-73.910408,40.683935,40.877483
745973861863170048,-119.172179,-118.878147,35.255821,35.437982
745974534851956736,-72.625573,-72.544556,44.234872,44.312702
746001284470169602,-97.768683,-97.335639,35.290722,35.674965
746009027679649794,-95.823268,-95.069705,29.522325,30.154665
746016273058791425,-122.498909,-122.367482,45.460886,45.559395
746037466734301184,-96.977527,-96.54598,32.620678,33.019039
746049436548210688,-77.0090101,-77.00901,38.8890289,38.889029
746060376089956353,-85.569969,-85.413112,32.532449,32.662041
746063714177028096,-105.109815,-104.734372,39.614151,39.812975
746086889950687233,-82.620093,-82.265295,27.821353,28.171836
746087812387188737,-95.249558,-95.20787,29.650964,29.670399
746089012927012864,-95.4473,-95.41829,29.705996,29.725526
746091213929975809,-95.662144,-95.576814,30.066754,30.135969
746098362500399105,-90.781325,-90.639614,42.442191,42.579121
746129049928470528,-95.14691,-95.087119,29.663671,29.751499
746130633999556608,-122.514926,-122.357031,37.708075,37.833238
746130696272482304,-95.178987,-94.995071,29.438994,29.55532
746130783434334209,-95.078859,-94.874344,29.704685,29.831209
746134909819957248,-95.823268,-95.069705,29.522325,30.154665
746139765142134784,-73.929156,-73.911454,41.223801,41.240717
746144529988878336,-87.940033,-87.523993,41.644102,42.023067
746160107935903744,-106.879146,-106.801346,39.176776,39.237152
746165735936958464,-81.279617,-81.158741,29.424649,29.627243
746174783281258496,-122.104336,-122.049733,37.925263,37.98237
746177550058020865,-88.070827,-87.863758,42.920822,43.192623
746230946131673088,-118.042964,-117.894116,33.732214,33.805876
746238223744143360,-118.627874,-118.378643,34.347483,34.483779
746295264831479808,-74.026675,-73.910408,40.683935,40.877483
746295443051601921,-95.823268,-95.069705,29.522325,30.154665
746295768533733377,-97.129669,-97.029639,32.878571,32.985097
746330167283417088,-83.05775,-83.021109,39.970692,39.989332
746349009279791106,-84.316754,-84.252609,39.288723,39.338068
746375684809953280,-72.715511,-72.614276,40.913713,40.960532
746402614246522880,-73.549668,-73.438177,41.231457,41.355616
746405744971493376,-80.369507,-80.200871,26.029537,26.126804
746419701933301760,-80.173447,-80.05236,26.476484,26.590488
746420481092423680,-96.234587,-95.872275,41.175884,41.375558
746441124353576961,-80.13094,-80.05542,26.420813,26.491482
746446012210876417,-77.155501,-77.131727,38.856201,38.876169
746460573395648513,-115.209254,-115.061076,35.984784,36.137145
746464443916136449,-118.409579,-118.384866,33.85185,33.877823
746474791465426945,-93.109177,-93.069157,34.406389,34.43897
746530360717021184,-95.49849,-95.463079,29.634202,29.667548
746671547427987456,-80.15759,-79.934288,32.829336,32.999513
746720014800195585,-79.213942,-79.089163,40.586024,40.656614
746762945762209792,-95.823268,-95.069705,29.522325,30.154665
746837704487337984,-83.288056,-82.91052,42.255085,42.450488
746860352344711170,-94.070736,-94.002603,44.162497,44.203759
747063182322073600,-81.628444,-81.405059,40.995137,41.166618
747163882297368576,-80.47611,-80.381618,37.185195,37.273387
747224592129810432,-73.039115,-72.972416,40.837693,40.921065
747271092138475520,-120.198937,-120.178619,36.599014,36.614558
747275929223782400,-120.198937,-120.178619,36.599014,36.614558
747281224717082625,-120.198937,-120.178619,36.599014,36.614558
747431645645406208,-116.947005,-116.859016,33.902607,33.94771
747450642910879744,-84.556535,-84.449598,34.074044,34.147508
747455108351418368,-74.441019,-74.386269,40.543874,40.600935
747481049379266560,-96.657192,-96.595796,33.050793,33.085826
747482247134011392,-92.695547,-92.572122,32.496312,32.577488
747528381512753159,-73.797452,-73.658444,41.340645,41.431726
747557819738529792,-93.64754,-93.560361,44.77617,44.85613
747558395993948160,-93.64754,-93.560361,44.77617,44.85613
747559985022853120,-89.001504,-88.856731,30.386899,30.468736
747630043384381441,-73.530573,-73.420227,44.652759,44.72545
747720005928763394,-98.778559,-98.302744,29.141956,29.693046
747779867517816832,-80.41729,-80.321016,25.780974,25.870313
747789253699047424,-87.975278,-87.887547,42.022542,42.102399
747793277588471808,-82.485978,-82.433572,27.112997,27.175865
747796215417430017,-84.647525,-84.595954,40.074038,40.136045
747800247317848065,-81.667378,-81.6461,30.320695,30.33406
747804207080706048,-118.668404,-118.155409,33.704538,34.337041
747806321198665728,-71.160356,-71.064398,42.352429,42.403966
747817078279835649,-82.849182,-82.696478,27.865251,27.943275
747832437548453889,-74.25136,-74.118336,40.679997,40.788991
747836482178555904,-121.987421,-121.833268,37.989865,38.043639
747840485738184704,-118.668404,-118.155409,33.704538,34.337041
747840517002539008,-87.940033,-87.523993,41.644102,42.023067
747841885679554563,-89.773186,-89.546193,39.673272,39.87542
747842267919036417,-87.940033,-87.523993,41.644102,42.023067
747842936335908864,-74.25136,-74.118336,40.679997,40.788991
747845397247303681,-87.940033,-87.523993,41.644102,42.023067
747855950581686272,-98.155649,-98.074291,26.235135,26.29763
747857235120820224,-87.940033,-87.523993,41.644102,42.023067
747879270186377216,-87.940033,-87.523993,41.644102,42.023067
747881939437232134,-74.026675,-73.910408,40.683935,40.877483
747882158610583553,-78.912276,-78.79485,42.826008,42.966451
747883642907660289,-74.026675,-73.910408,40.683935,40.877483
747884623896657920,-77.393246,-77.304868,38.90861,39.002993
747889450059866113,-97.928935,-97.580513,30.127892,30.518799
747896791765487616,-74.026675,-73.910408,40.683935,40.877483
747900114207793152,-76.042734,-75.989771,39.975461,39.993148
747901064863571968,-76.042734,-75.989771,39.975461,39.993148
747905415241859072,-94.733122,-94.385441,38.868002,39.332095
747908381080379392,-86.674887,-86.495313,36.248263,36.366587
747911691422294017,-87.940033,-87.523993,41.644102,42.023067
747911852294823936,-87.940033,-87.523993,41.644102,42.023067
747915182563680256,-119.953849,-119.700515,39.350749,39.674123
747929090892627968,-122.452708,-122.267398,40.456935,40.651054
747934905909161985,-111.894548,-111.580583,33.306275,33.505234
747944619975942144,-122.436232,-122.224973,47.495315,47.734319
747945748575170560,-90.285434,-90.221258,29.969126,30.049577
747963875715211264,-95.823268,-95.069705,29.522325,30.154665
747967522624905217,-77.144435,-77.037304,38.789907,38.844853
747975664498806784,-74.026675,-73.910408,40.683935,40.877483
747988918344130565,-96.856247,-96.807772,32.932133,32.987442
748001225111638017,-104.848683,-104.801636,41.179162,41.218425
748027035088457729,-88.451199,-88.335679,44.221575,44.33491
748050768515698688,-74.181033,-74.166786,40.929923,40.946686
748105465196863489,-84.576827,-84.289385,33.647503,33.886886
748135252506320896,-74.026675,-73.910408,40.683935,40.877483
748141780349091840,-74.405271,-74.344193,41.4573,41.518179
748142606467600384,-87.995118,-87.897352,42.129664,42.210544
748165415302397952,-95.823268,-95.069705,29.522325,30.154665
748169770185297920,-86.505805,-86.313415,35.751433,35.943407
748180353781751808,-106.791691,-106.473745,35.015891,35.218114
748189653589622784,-87.940033,-87.523993,41.644102,42.023067
748189997862248448,-87.940033,-87.523993,41.644102,42.023067
748190081412825093,-87.940033,-87.523993,41.644102,42.023067
748190359738449920,-87.940033,-87.523993,41.644102,42.023067
748199836030214144,-84.324646,-84.219013,39.209618,39.292805
748206690961498112,-87.940033,-87.523993,41.644102,42.023067
748208844770156544,-117.638013,-117.553442,33.585875,33.672953
748221446405619716,-95.846367,-95.711056,29.676113,29.767865
748228678866264064,-87.940033,-87.523993,41.644102,42.023067
748232129834688512,-122.419282,-122.24964,47.257187,47.357949
748293009591119872,-76.9186,-76.818386,39.103129,39.168568
748623123877081088,-80.15759,-79.934288,32.829336,32.999513
748650479970881542,-71.49717,-71.374193,42.257263,42.352931
748672051557195776,-88.192046,-88.062866,42.096904,42.19078
748673346540232704,-88.192046,-88.062866,42.096904,42.19078
748707700905771008,-75.039613,-75.001438,39.834103,39.85937
748840546085376000,-84.576827,-84.289385,33.647503,33.886886
748912634255335424,-77.996912,-77.89015,43.192641,43.226323
748927051889913861,-97.034184,-96.888782,32.771786,32.956048
748937428556214272,-106.645646,-93.508131,25.837092,36.500695
748937948746448896,-95.14691,-95.087119,29.663671,29.751499
748941592497623041,-84.611622,-84.491974,38.903452,38.980877
748941800572944384,-95.597893,-95.526995,29.598122,29.648822
748942241897574401,-95.661376,-95.418329,30.10764,30.254863
748944320447803392,-106.645646,-93.508131,25.837092,36.500695
748995627476930560,-72.48489,-72.388723,42.084585,42.184765
749027083247034369,-77.601044,-77.385297,37.447046,37.61272
749057796474146817,-97.981671,-97.818889,36.335631,36.448929
749069368324034560,-104.813236,-104.708485,39.478431,39.568631
749080494537662464,-74.041878,-73.855673,40.570842,40.739434
749279844073025536,-83.288056,-82.91052,42.255085,42.450488
749303979931205632,-84.19397,-83.733713,35.831436,36.133505
749326401434624000,-76.334287,-76.177085,36.820791,36.969373
749327926361939968,-94.733122,-94.385441,38.868002,39.332095
749342680417644544,-80.029518,-79.685209,35.962623,36.218171
749369504245907456,-74.026675,-73.910408,40.683935,40.877483
749427338283192320,-85.336872,-85.003231,40.95926,41.214574
749823691408617472,-117.117116,-116.92781,32.582128,32.685406
749976662129901569,-80.234742,-80.20871,40.5741,40.607615
750018350240051200,-97.187543,-97.041998,33.128938,33.276053
750024187343826944,-118.668404,-118.155409,33.704538,34.337041
750052225280380928,-90.285434,-90.221258,29.969126,30.049577
750144651659612160,-99.555983,-99.353369,27.409181,27.654973
750181981787394048,-78.696945,-78.617366,42.956161,42.989592
750198373920026625,-114.327069,-114.271446,43.485502,43.542439
750204887422513152,-97.266092,-97.176637,32.892358,32.986837
750314885620334592,-80.321683,-80.144974,25.70904,25.855667
750317374339846144,-87.940033,-87.523993,41.644102,42.023067
750323530206572545,-97.538285,-97.033542,32.569477,32.990456
750327068588593152,-112.323914,-111.925439,33.29026,33.815465
750344046770479104,-117.958219,-117.789845,33.563618,33.671658
750344430238990336,-94.733122,-94.385441,38.868002,39.332095
750363813484990469,-117.958219,-117.789845,33.563618,33.671658
750369717307584512,-121.424332,-121.335815,38.638355,38.704481
750371735233372160,-97.928935,-97.580513,30.127892,30.518799
750373057752141824,-76.334287,-76.177085,36.820791,36.969373
750379172183277568,-74.026675,-73.910408,40.683935,40.877483
750393812397223936,-84.348855,-84.30578,33.764565,33.805572
750452687318061056,-92.57133,-92.402313,31.22783,31.35872
750457621321252864,-87.124381,-87.008687,41.568289,41.640063
750461019932151808,-71.093301,-70.949379,42.204294,42.307954
750478384027754497,-122.223209,-122.076327,47.534965,47.660748
750487851125485568,-117.184394,-117.054639,33.447541,33.554501
750488837781151744,-86.505805,-86.313415,35.751433,35.943407
750497399798312960,-108.692879,-108.432965,45.723722,45.871169
750513152526151680,-118.668404,-118.155409,33.704538,34.337041
750522044740087808,-80.369507,-80.200871,26.029537,26.126804
750522565689430017,-122.395871,-122.319674,47.777628,47.859617
750528787410919424,-76.448383,-76.143408,36.66,36.866431
750550838251286529,-122.419282,-122.24964,47.257187,47.357949
750573953576472576,-106.585374,-106.555931,31.940983,31.975243
750577763761975296,-79.520509,-79.421773,35.160156,35.23152
750595700879159296,-81.877771,-81.533163,41.392684,41.599195
750620698205237249,-105.109815,-104.734372,39.614151,39.812975
750659811038093312,-74.026675,-73.910408,40.683935,40.877483
750720588356972544,-88.579519,-88.517841,39.074394,39.152897
750720984546627584,-118.668404,-118.155409,33.704538,34.337041
750753406516592640,-73.933612,-73.765271,40.785365,40.91533
750761067807174656,-81.507905,-81.22764,28.388218,28.615139
750789135296856064,-82.620093,-82.265295,27.821353,28.171836
750796344072298497,-82.582925,-82.537741,28.037803,28.114272
750803179378503680,-95.661376,-95.418329,30.10764,30.254863
750808863553781760,-77.172219,-77.031779,38.827378,38.934311
750838210553585664,-74.026675,-73.910408,40.683935,40.877483
750845179926614016,-71.677611,-71.540828,42.226598,42.303624
750856653042438144,-97.928935,-97.580513,30.127892,30.518799
750904284775002112,-118.668404,-118.155409,33.704538,34.337041
750908417120669696,-77.140882,-77.072778,38.697083,38.747275
750911665886167040,-88.864547,-88.797176,41.087551,41.162368
751011673272561665,-98.778559,-98.302744,29.141956,29.693046
751025551255539714,-87.940033,-87.523993,41.644102,42.023067
751028865137381377,-87.940033,-87.523993,41.644102,42.023067
751055714966081536,-98.778559,-98.302744,29.141956,29.693046
751058662974599168,-118.668404,-118.155409,33.704538,34.337041
751068340668379136,-92.312792,-92.042823,38.484463,38.620738
751081449957134336,-112.323914,-111.925439,33.29026,33.815465
